number;contract_name;name;address;position;banking;bonus;bike_stands;available_bike_stands;available_bikes;status;last_update
66;bruxelles;066 - SCHUMAN;SCHUMAN - RUE DE LA LOI 170;{'lat': 50.843359, 'lng': 4.379946};False;True;40;29;11;OPEN;1647715037000
251;bruxelles;251 - PAOLA;PAOLA - RUE VICTOR ALLARD FACE 222 / VICTOR ALLARD STRAAT VOOR 222;{'lat': 50.800377, 'lng': 4.326985};False;False;20;8;12;OPEN;1647714848000
131;bruxelles;131 - JARDIN MASSART;JARDIN MASSART - AV HERMANN DEBROUXLAAN;{'lat': 50.81329, 'lng': 4.434751};False;False;25;8;17;OPEN;1647714844000
174;bruxelles;174 - MENNEKENS/MENNEKENS;MENNEKENS - AVENUE BRIGADE PIRON (FACE AUX 80 - 82 - 84)/ BRIGADE PIRONLAAN (TEGENOVER 80 - 82 - 84);{'lat': 50.853947, 'lng': 4.31635};False;False;22;6;16;OPEN;1647714721000
56;bruxelles;056 - ARCHIMEDE / ARCHIMEDES;ARCHIMEDE / ARCHIMEDES - RUE ARCHIMEDE/ARCHIMEDESSTRAAT 58-64;{'lat': 50.845817, 'lng': 4.383722};False;False;25;20;5;OPEN;1647714799000
123;bruxelles;123 - BASCULE;BASCULE -  CHAUSSEE DE VLEURGAT (DEVANT 315 - 317) / VLEURGATSESTEENWEG  (N° 315 - 317);{'lat': 50.817507, 'lng': 4.366498};False;True;25;21;3;OPEN;1647714474000
143;bruxelles;143 - RTL;RTL  - CHAUSSEE DE LOUVAIN (DVT 770)/ LEUVENSE STEENWEG (N° 770);{'lat': 50.857218, 'lng': 4.407879};False;False;25;15;10;OPEN;1647714640000
83;bruxelles;083 - SIMONIS;SIMONIS / BD LEOPOLD II (DEVANT 282)/ LEOPOLD II-LAAN (N° 282);{'lat': 50.86284, 'lng': 4.33126};False;False;32;13;15;OPEN;1647714824000
155;bruxelles;155 - LES MARRONNIERS;LES MARRONNIERS - CHEE DE WAVRE / WAVERSESTEENWEG FACE / VOOR 1049 - 1055;{'lat': 50.824953, 'lng': 4.399088};False;True;25;8;17;OPEN;1647714760000
147;bruxelles;147 - EMILE MAX LYCEE/LYCEUM EMILE MAX;EMILE MAX LYCEE/LYCEUM EMILE MAX - CHAUSSEE D'HAECHT/ HAACHTSESTEENWEG 226 - 230;{'lat': 50.861874, 'lng': 4.372146};False;True;25;7;17;OPEN;1647714463000
84;bruxelles;084 - STE ANNE/SINT-ANNA;STE ANNE/SINT-ANNA  -  RUE DE L'EGLISE STE ANNE/SINT-ANNAKERKSTRAAT 116;{'lat': 50.85896, 'lng': 4.330107};False;False;20;3;17;OPEN;1647714774000
77;bruxelles;077 - PAUL JANSON;PAUL JANSON - CHAUSSEE DE CHARLEROI/ CHARLEROISESTEENWEG 159;{'lat': 50.827399, 'lng': 4.355281};False;True;25;21;4;OPEN;1647715025000
323;bruxelles;323 - CARENE;CARENE - AV LEON GROSJEAN 79;{'lat': 50.855186, 'lng': 4.415246};False;False;20;10;10;OPEN;1647714895000
101;bruxelles;101 - ZELLIK;ZELLIK - CHAUSSEE DE ZELLIK 4;{'lat': 50.869204, 'lng': 4.291663};False;False;25;11;14;OPEN;1647714895000
202;bruxelles;202 - AUMALE;AUMALE - RUE D'AUMALE / AUMALESTRAAT 339-341;{'lat': 50.840217, 'lng': 4.313386};False;False;25;12;12;OPEN;1647714990000
270;bruxelles;270 - DE PADUWA;DE PADUWA - AVENUE DES ANCIENS COMBATTANTS / OUD-STRIJDERSLAAN 1;{'lat': 50.859127, 'lng': 4.414406};False;False;25;8;17;OPEN;1647715039000
235;bruxelles;235 - FOREST NATIONAL / VORST NATIONAAL;FOREST NATIONAL / VORST NATIONAAL - AV VICTOR ROUSSEAU DVT FOREST NATIONAL / VICTOR ROUSSEAU LAAN VOOR VORST NATIONAAL;{'lat': 50.810085, 'lng': 4.324864};False;False;25;11;14;OPEN;1647714540000
138;bruxelles;138 - HOUFFALIZE;HOUFFALIZE - PLACE DE HOUFFALIZE /HOUFFALIZEPLEIN 58;{'lat': 50.865218, 'lng': 4.377735};False;False;25;12;11;OPEN;1647715014000
300;bruxelles;300 - GARE DE BOONDAELSTATION;GARE DE BOONDAELSTATION - AV DE LA FORET 23 / VORSTLAAN 23;{'lat': 50.801434, 'lng': 4.392831};False;False;25;20;5;OPEN;1647714657000
94;bruxelles;094 - DUCHESSE DE BRABANT/HERTOGIN VAN BRABANT;DUCHESSE DE BRABANT/HERTOGIN VAN BRABANT - RUE DE BIRMINGHAM / BIRMINGHAMSTRAAT;{'lat': 50.849215, 'lng': 4.329184};False;False;20;11;9;OPEN;1647714647000
263;bruxelles;263 - MAISON COMMUNALE D'EVERE;MAISON COMMUNALE D'EVERE/ EVERE GEMEENTEHUIS - SQUARE HOEDEMAEKERS / HOEDEMAEKERSESQUARE 7-8;{'lat': 50.872002, 'lng': 4.403286};False;False;19;10;9;OPEN;1647714734000
304;bruxelles;304 - ARAUCARIA;ARAUCARIA - AV DES CROIX DE FEU DEV 221C;{'lat': 50.893496999999996, 'lng': 4.363297};False;False;25;17;8;OPEN;1647714718000
9;bruxelles;009 - ANNEESSENS;ANNEESSENS - BLD MAURICE LEMONNIER/MAURICE LEMONNIERLAAN 42-44-46;{'lat': 50.844045, 'lng': 4.345048};False;False;35;10;24;OPEN;1647714441000
214;bruxelles;214 - CAMPUS CERIA / CAMPUS VAN CERIA;CAMPUS CERIA / CAMPUS VAN CERIA - AV EMILE GRYSON (FACE 6 a 10) / EMILE GRYSONLAAN (TEGENOVER 6 tot 10);{'lat': 50.816002, 'lng': 4.295121};False;True;30;12;17;OPEN;1647714491000
352;bruxelles;352 - ROUGE-CLOÎTRE / ROOD-KLOOSTER;ROUGE-CLOÎTRE - RUE DU ROUGE-CLOÎTRE (PARKING CENTRE D'ART) / ROOD-KLOOSTERSTRAAT (PARKING KUNSTENCENTRUM);{'lat': 50.814264, 'lng': 4.443479};False;False;23;12;11;OPEN;1647714604000
133;bruxelles;133 - CHÂTEAU/KASTEEL;CHATEAU-KASTEEL - AVENUE DU CHÂTEAU/KASTEELLAAN;{'lat': 50.866795, 'lng': 4.3092224};False;False;24;17;0;OPEN;1647714759000
171;bruxelles;171 - PISCINE LOUIS NAMECHE ZWEMBAD;PISCINE LOUIS NAMECHE ZWEMBAD - RUE CHARLES MALISSTRAAT / PARKING PISCINE / ZWEMBAD PARKING;{'lat': 50.854789, 'lng': 4.312201};False;False;25;12;13;OPEN;1647714593000
357;bruxelles;357 - AVIATION;AVIATION - INTERSECTION AVENUE DE L'AVIATION ET AVENUE ORBAN;{'lat': 50.834634, 'lng': 4.456746};False;False;20;13;7;OPEN;1647715023000
112;bruxelles;112 - PAGE/EDELKNAAP;PAGE-EDELKNAAP  -  CHAUSSEE DE WATERLOO/  WATERLOOSE STEENWEG 440 - 442;{'lat': 50.821567, 'lng': 4.356508};False;True;18;18;0;OPEN;1647715025000
41;bruxelles;041 - SAINT-ROCH/SINT-ROCHUS;SAINT ROCH/SINT-ROCHUS - CHAUSSEE D'ANVERS/ANTWERPSELAAN 37;{'lat': 50.859302, 'lng': 4.35485};False;False;24;10;14;OPEN;1647714572000
249;bruxelles;249 - SAINT-JOB/SINT-JOB;SAINT-JOB/SINT JOB - PLACE SAINT JOB/SINT-JOB PLEIN;{'lat': 50.794186, 'lng': 4.366336};False;False;25;14;11;OPEN;1647714769000
240;bruxelles;240 - VANDERKINDERE;VANDERKINDERE - AVENUE ALBERT/ALBERTLAAN N° 272;{'lat': 50.81418, 'lng': 4.347721};False;True;23;21;2;OPEN;1647714870000
40;bruxelles;040 - PORTE DE HAL / HALLEPOORT;PORTE DE HAL/HALLEPOORT - BOULEVARD DU MIDI/ZUIDLAAN 142;{'lat': 50.833931, 'lng': 4.343155};False;False;25;2;23;OPEN;1647714717000
109;bruxelles;109 - CHATELAIN/KASTELEIN;CHATELAIN/KASTELEIN - RUE DE L'AQUEDUC /AQUADUCTSTRAAT 115-117-119;{'lat': 50.824048, 'lng': 4.359896};False;False;25;19;6;OPEN;1647714707000
73;bruxelles;073 - VLEURGAT;VLEURGAT - AVENUE LOUISE/LOUIZALAAN 300;{'lat': 50.823898, 'lng': 4.367752};False;True;25;18;7;OPEN;1647714775000
159;bruxelles;159 - MASUI;MASUI - AVENUE DE LA REINE / KONINGINNELAAN 153;{'lat': 50.869297, 'lng': 4.36257};False;False;25;14;11;OPEN;1647714961000
199;bruxelles;199 - HENRI REY;STATION HENRI REY - BD FELIX PAULSEN / FELIX PAULSENLAAN 3-5-7-9;{'lat': 50.843693, 'lng': 4.3049859999999995};False;True;15;10;5;OPEN;1647714900000
65;bruxelles;065 - PARVIS DE ST GILLES;PARVIS DE ST GILLES/ST-GILLISVOORPLEIN - CHAUSSEE DE WATERLOO/ WATERLOOSESTEENWEG 65-69;{'lat': 50.829985, 'lng': 4.344557};False;False;25;11;14;OPEN;1647714514000
243;bruxelles;243 - RONDPOINT CHURCHILL/ROTONDE CHURCHILL;RONDPOINT CHURCHILL/ROTONDE CHURCHILL - AV MESSIDOR FACE 338/MESSIDORLAAN TEGENOVER 338;{'lat': 50.811752, 'lng': 4.353424};False;True;25;24;0;OPEN;1647714800000
343;bruxelles;343 - VANDENDRIESCH;VANDENDRIESCH - RUE J-B VANDENDRIESCH 22-24;{'lat': 50.861788, 'lng': 4.292913};False;False;20;9;11;OPEN;1647714737000
301;bruxelles;301 - MARIE-JOSE;MARIE-JOSE - PLACE MARIE-JOSE FACE 14 / MARIE-JOSE PLAATS VOOR 14;{'lat': 50.806551999999996, 'lng': 4.387843};False;False;22;12;10;OPEN;1647714942000
26;bruxelles;026 - VAN LINT;VAN LINT - RUE VAN LINT/ VAN LINTSTRAAT 6 - 8;{'lat': 50.839413, 'lng': 4.328914};False;False;23;10;13;OPEN;1647714644000
47;bruxelles;047 - LES QUAIS / KAAIEN;LES QUAIS/KAAIEN - QUAI A LA CHAUX/KALKKAAI 1-2;{'lat': 50.854714, 'lng': 4.347151};False;False;20;3;16;OPEN;1647714837000
295;bruxelles;295 - COIN DU BALAI;COIN DU BALAI - AV DE LA FORESTERIE;{'lat': 50.793682, 'lng': 4.418497};False;False;25;0;25;OPEN;1647714840000
313;bruxelles;313 - DEMEY;DEMEY - INTERSECTION BD INVALIDENLAAN / AV LOUIS DEHOUXLAAN;{'lat': 50.814858, 'lng': 4.417184};False;False;25;7;18;OPEN;1647714464000
61;bruxelles;061 - MAELBEEK / MAALBEEK;MAELBEEK/MAALBEEK - CHAUSSEE D'ETTERBEEK/ETTERBEEKSESTEENWEG 15;{'lat': 50.843836, 'lng': 4.378002};False;False;35;9;25;OPEN;1647714676000
189;bruxelles;189 - PLACE VAN MEYEL/VAN MEYELPLEIN;PLACE VAN MEYEL/VAN MEYELPLEIN;{'lat': 50.836924, 'lng': 4.389073};False;False;17;11;5;OPEN;1647714785000
54;bruxelles;054 - TOUR ET TAXIS/THURN &TAXIS;TOUR ET TAXIS/THURN &TAXIS - RUE PICARD/ PICARDSTRAAT 3;{'lat': 50.863445, 'lng': 4.34635};False;False;39;11;20;OPEN;1647714969000
312;bruxelles;312 - CENTRE CULTUREL / CULTUREEL CENTRUM;CENTRE CULTUREL / CULTUREEL CENTRUM - BD DU SOUVERAIN FACE 282 / VORSTLAAN VOOR 282;{'lat': 50.816948, 'lng': 4.426551};False;False;25;3;22;OPEN;1647714983000
135;bruxelles;135 - PARC LACROIX/LACROIX PARK;PARC LACROIX / LACROIX PARK - AV PRINCESSE ELISABETH/PRINSES ELISABETHLAAN;{'lat': 50.872744, 'lng': 4.376647};False;False;25;3;22;OPEN;1647714831000
287;bruxelles;287 - FLOREAL;FLOREAL - AV BRUGMANN 359 / BRUGMANNLAAN 359;{'lat': 50.809334, 'lng': 4.345243};False;False;23;16;7;OPEN;1647714844000
239;bruxelles;239 - DARWIN;DARWIN - AV. BRUGMANN / BRUGMANNLAAN 139-147;{'lat': 50.817777, 'lng': 4.3504059999999996};False;True;25;19;6;OPEN;1647714517000
205;bruxelles;205 - DE LINDE;DE LINDE - PLACE DE LINDE 22 / DE LINDEPLEIN 22;{'lat': 50.835503, 'lng': 4.299573};False;False;20;17;3;OPEN;1647698169000
137;bruxelles;137 - MAISON COMMUNALE DE SCHAERBEEK;MAISON COMMUNALE DE SCHAERBEEK / SCHAARBEEK GEMEENTEHUIS - RUE ROYALE SAINTE MARIE/KONINKLIJKE SINTE-MARIASTRAAT 241-243-245;{'lat': 50.86661, 'lng': 4.373102};False;False;25;10;15;OPEN;1647714656000
185;bruxelles;185 - PERE DE DEKEN/PATER DE DEKEN;PERE DE DEKEN/PATER DE DEKEN - RUE PÈRE DE DEKEN/ PATER DE DEKENSTRAAT 40;{'lat': 50.835797, 'lng': 4.401599};False;False;25;20;5;OPEN;1647714833000
227;bruxelles;227 - PATINAGE;PATINAGE - RUE SAINT DENIS DEVANT 122;{'lat': 50.816695, 'lng': 4.319891};False;False;20;9;11;OPEN;1647714894000
88;bruxelles;088 - WOESTE;WOESTE - AVENUE NOTRE DAME DE LOURDES / ONZE-LIEVE-VROUW VAN LOURDESLAAN;{'lat': 50.873354, 'lng': 4.334311};False;False;25;8;17;OPEN;1647714678000
182;bruxelles;182 - BOILEAU;BOILEAU - BOULEVARD SAINT MICHEL / SINT-MICHIELSLAAN;{'lat': 50.83168, 'lng': 4.404769};False;False;25;22;3;OPEN;1647714949000
220;bruxelles;220 - LUTHER KING;LUTHER KING - BD MAURICE CAREME 30 / MAURICE CAREMELAAN 30;{'lat': 50.824867, 'lng': 4.287059};False;False;25;6;19;OPEN;1647714849000
142;bruxelles;142 - BIENFAITEURS/WELDOENERS;BIENFAITEURS/WELDOENERS - AVENUE ROGIER / ROGIERLAAN 269/271;{'lat': 50.857319, 'lng': 4.386724};False;False;24;21;2;OPEN;1647714839000
96;bruxelles;096 - HOTEL PRESIDENT;HOTEL PRESIDENT/PRESIDENT HOTEL - BOULEVARD DU ROI ALBERT II/KONING ALBERT-II LAAN;{'lat': 50.863875, 'lng': 4.358708};False;False;25;13;12;OPEN;1647714932000
119;bruxelles;119 - PAQUOT/PACQUOT;PAQUOT -  RUE JEAN PAQUOT (44 A 48) /JEAN PAQUOTSTRAAT (44 T.E.M 48);{'lat': 50.82559, 'lng': 4.379555};False;False;20;20;0;OPEN;1647715004000
264;bruxelles;264 - NOTRE DAME/ONZE LIEVE VROUW;NOTRE DAME / ONZE LIEVE VROUW - AV NOTRE DAME 53 A 61 / ONZE LIEVE VROUWLAAN 53 TOT 61;{'lat': 50.870983, 'lng': 4.397506};False;False;20;9;11;OPEN;1647714577000
207;bruxelles;207 - BIESTEBROECK / BIESTEBROEK;BIESTEBROECK / BIESTEBROEK - CHEE DE MONS (FACE AU 518-526) / BERGENSESTEENWEG (TEGENOVER 518-526);{'lat': 50.833424, 'lng': 4.313378};False;False;25;2;23;OPEN;1647714499000
180;bruxelles;180 - JOURDAN;JOURDAN - RUE FROISSART (FACE 3 - 5) / FROISSARTSTRAAT (TEGENOVER 3 - 5);{'lat': 50.837726, 'lng': 4.381565};False;False;25;0;25;OPEN;1647714721000
254;bruxelles;254 - BASILIQUE / BASILIEK;BASILIQUE / BASILIEK - AV JACQUES SERMON / JACUES SERMONLAAN;{'lat': 50.867393, 'lng': 4.320344};False;False;22;8;14;OPEN;1647714468000
310;bruxelles;310 - SAINT-VINCENT / SINT-VINCENTIUS;SAINT VINCENT / SINT-VINCENTIUS - RUE STROOBANTS/STROOBANTSSTRAAT;{'lat': 50.88058, 'lng': 4.401674};False;False;20;14;6;OPEN;1647714711000
63;bruxelles;063 - JULES CESAR;JULES CESAR - AVENUE DE TERVUREN DEVANT / TERVURENLAAN VOOR 278;{'lat': 50.834705, 'lng': 4.4216429999999995};False;True;20;12;8;OPEN;1647715028000
290;bruxelles;290 - GARE DE CALEVOET / KALEVOET STATION;GARE DE CALEVOET / KALEVOET STATION - CHEE D'ALSEMBERG / ALSEMBERGSESTEENWEG 1006;{'lat': 50.79158, 'lng': 4.332669};False;False;24;14;10;OPEN;1647714676000
124;bruxelles;124 - CHARLES GRAUX;CHARLES GRAUX - CHAUSSEE DE WATERLOO (DEVANT N° 585 - 587)/ WATERLOOSESTEENWEG (N° 585 - 587);{'lat': 50.818283, 'lng': 4.363568};False;True;25;19;5;OPEN;1647714756000
172;bruxelles;172 - AEROPOLIS;AEROPOLIS - CHAUSSEE D'HAECHT (FACE 586) / HAACHTSESTEENWEG (TEGENOVER 586);{'lat': 50.869764, 'lng': 4.388191};False;False;25;17;5;OPEN;1647714549000
156;bruxelles;156 - JAMBLINE DE MEUX/JAMBLINNE DE MEUX;JAMBLINE DE MEUX - PLACE JAMBLINNE DE MEUX / JAMBLINNE DE MEUXPLEIN 43 - 44 - 45;{'lat': 50.847158, 'lng': 4.393255};False;True;25;21;4;OPEN;1647715029000
91;bruxelles;091 - BELGICA;BELGICA - PLACE WERRIE/ WERRIEPLEIN 24;{'lat': 50.867773, 'lng': 4.335217};False;False;25;10;15;OPEN;1647714883000
337;bruxelles;337 - SHOPPING;SHOPPING - BD DE LA WOLUWE;{'lat': 50.843779, 'lng': 4.437698};False;False;20;7;13;OPEN;1647714665000
311;bruxelles;311 - DELTA;DELTA - BD DES INVALIDES / INVALIDENLAAN;{'lat': 50.818322, 'lng': 4.404122};False;True;22;8;14;OPEN;1647714796000
70;bruxelles;070 - AURORE/DAGERAAD;AURORE/DAGERAAD - AVENUE LOUISE/LOUIZALAAN 440;{'lat': 50.818113, 'lng': 4.371446};False;True;25;24;1;OPEN;1647714579000
5;bruxelles;005 - BOURSE / BEURS;BOURSE / BEURS - RUE PAUL DEVAUX/PAUL DEVAUXSTRAAT;{'lat': 50.848893, 'lng': 4.349396};False;False;44;9;35;OPEN;1647714613000
244;bruxelles;244 - BOIS DE LA CAMBRE;BOIS DE LA CAMBRE - AV WINSTON CHURCHIL 254 / WINSTON CHURCHILLAAN 254;{'lat': 50.81218, 'lng': 4.368321};False;True;20;18;2;OPEN;1647714668000
322;bruxelles;322 - PARC DU ROI BAUDOUIN / BOUDEWIJNPARK;PARC DU ROI BAUDOUIN / BOUDEWIJNPARK - RUE JEAN BAPTISTE MOYENSSTRAAT 400;{'lat': 50.889523, 'lng': 4.315953};False;False;20;9;10;OPEN;1647714894000
170;bruxelles;170 - RIGA;RIGA - SQUARE FRANCOIS RIGA / FRANCOIS RIGASQUARE;{'lat': 50.87453, 'lng': 4.385378};False;False;20;17;3;OPEN;1647714681000
14;bruxelles;014 - PORTE DE NAMUR / NAAMSEPOORT;PORTE DE NAMUR/NAAMSEPOORT - BOULEVARD DE WATERLOO 2;{'lat': 50.838816, 'lng': 4.361557};False;True;42;37;4;OPEN;1647714500000
298;bruxelles;298 - HALL DES SPORTS;HALL DES SPORTS - AV DES 9 PROVINCES / 9 PROVINCIES LAAN / RUE VANDERVEKEN/STRAAT;{'lat': 50.877082, 'lng': 4.301232};False;False;25;12;13;OPEN;1647714845000
20;bruxelles;020 - PALAIS ROYAL / KONINKLIJK PALEIS;PALAIS ROYAL/KONINGSSTRAAT PALEIS - RUE ROYALE (DEVANT N°14)/KONINKLIJKESTRAAT (N°14);{'lat': 50.843613, 'lng': 4.360628};False;True;20;20;0;OPEN;1647714587000
107;bruxelles;107 - DEFACQZ;DEFACQZ - RUE DEFACQZ/ DEFACQZSTRAAT 25-27-29;{'lat': 50.827652, 'lng': 4.359031};False;False;25;20;5;OPEN;1647714639000
281;bruxelles;281 - ATOMIUM;ATOMIUM - BOULEVARD DU CENTENAIRE / EEUWFEESTLAAN;{'lat': 50.895485, 'lng': 4.341311};False;False;25;12;13;OPEN;1647714550000
209;bruxelles;209 - VEEWEYDE / VEEWEIDE;VEEWEYDE / VEEWEIDE - BD THEO LAMBERT (FACE 5 a 9) / THEO LAMBERTLAAN (TEGENOVER ( tot 9);{'lat': 50.828602, 'lng': 4.299621};False;False;25;16;8;OPEN;1647714901000
211;bruxelles;211 - METRO CERIA;METRO CERIA - CH DE MONS (FACE AU 1292 a 1284) / BERGENSESTEENWEG (TEGENOVER 1292 TOT 1284);{'lat': 50.816528, 'lng': 4.290832};False;False;22;11;11;OPEN;1647715029000
364;bruxelles;364 - DOCKS BRUXSEL;DOCKS BRUXSEL - AVENUE JULES VAN PRAETLAAN;{'lat': 50.879086, 'lng': 4.374729};False;False;20;7;13;OPEN;1647714494000
127;bruxelles;127 - GRAY/GRAY;GRAY - RUE DES DEUX PONTS (FACE 4)/ TWEEBRUGGENSTRAAT (TEGENOVER 4);{'lat': 50.832194, 'lng': 4.377694};False;False;18;7;11;OPEN;1647714728000
108;bruxelles;108 - FLAGEY;FLAGEY - PLACE FLAGEY (FACE 11)/EUGENE FLAGEYPLEIN (TEGENOVER 11);{'lat': 50.828012, 'lng': 4.3717559999999995};False;False;35;3;28;OPEN;1647714871000
34;bruxelles;034 - FONTAINAS;FONTAINAS - BLD ANSPACH N°180 A 192/ANSPACHLAAN N°180 TOT 192;{'lat': 50.84563, 'lng': 4.346942};False;False;35;0;33;OPEN;1647714822000
230;bruxelles;230 - BERKENDAEL / BERKENDAAL;BERKENDAEL / BERKENDAAL - AVENUE ALBERT / ALBERTLAAN 134;{'lat': 50.818382, 'lng': 4.346061};False;False;24;19;3;OPEN;1647715039000
144;bruxelles;144 - SAINTE-MARIE/SINTE-MARIA;SAINTE MARIE/SINTE-MARIA - RUE ROYALE/ KONINGSSTRAAT 257 - 259;{'lat': 50.85778, 'lng': 4.368144};False;False;25;3;22;OPEN;1647714931000
336;bruxelles;336 - KRAAINEM;KRAAINEM - AV DE WEZEMBEEK 7A;{'lat': 50.848578, 'lng': 4.459038};False;False;17;7;10;OPEN;1647714476000
105;bruxelles;105 - DE HENNIN;DE HENNIN -  CHAUSSEE D'IXELLES/ELSENSE STEENWEG 254 - 260;{'lat': 50.830077, 'lng': 4.369545};False;True;20;5;14;OPEN;1647715038000
224;bruxelles;224 - ROCHEFORT;ROCHEFORT - AV. WIELEMANS CEUPPENS LAAN 184-190;{'lat': 50.824352, 'lng': 4.334465};False;False;25;19;6;OPEN;1647714581000
89;bruxelles;089 - ATHENEE DE JETTE/ATHENEUM VAN JETTE;ATHENEE DE JETTE/ATHENEUM VAN JETTE - AVENUE DE LEVIS MIREPOIX / DE LEVIS MIREPOIXLAAN 100;{'lat': 50.8711927450574, 'lng': 4.32992476563641};False;False;25;8;17;OPEN;1647714841000
164;bruxelles;164 - KENNIS;KENNIS - BOULEVARD LAMBERMONT (20 M APRES 284)/LAMBERMONTLAAN   (20 M NA N° 284);{'lat': 50.867643, 'lng': 4.385817};False;False;25;16;9;OPEN;1647714792000
328;bruxelles;328 - HEYDENBERG;HEYDENBERG - AV HEYDENBERG FACE 99-101;{'lat': 50.849386, 'lng': 4.41712};False;False;20;15;5;OPEN;1647714691000
250;bruxelles;250 - SAINTE-ELISABETH;SAINTE-ELISABETH - AV DE FRE CROISEMENT CH DE WATERLOO / DEFRELAAN - WATERLOOSESTEENWEG;{'lat': 50.80534, 'lng': 4.372123};False;False;25;21;3;OPEN;1647714555000
52;bruxelles;052 - SAINCTELETTE;SAINCTELETTE - PLACE SAINCTELETTE/SAINCTELETTEPLEIN;{'lat': 50.859212, 'lng': 4.34551};False;False;35;18;17;OPEN;1647715009000
15;bruxelles;015 - MONTGOMERY;MONTGOMERY - AVENUE DE TERVUREN / TERVURENLAAN 136-138;{'lat': 50.837036, 'lng': 4.406826};False;False;25;24;1;OPEN;1647714828000
90;bruxelles;090 - BROUSTIN;BROUSTIN - AV DE JETTE/ JETSELAAN 73 - 81;{'lat': 50.867448, 'lng': 4.326807};False;False;17;8;9;OPEN;1647648568000
194;bruxelles;194 - STUYVENBERG;AVENUE HOUBA DE STROOPER LAAN 30-32;{'lat': 50.885885, 'lng': 4.342003};False;False;25;18;7;OPEN;1647714725000
218;bruxelles;218 - DELACROIX;DELACROIX - RUE LEON DELACROIX 1 a 7 / LEON DELACROIXSTRAAT 1 tot 7;{'lat': 50.845928, 'lng': 4.323812};False;False;25;10;14;OPEN;1647714949000
150;bruxelles;150 - MEISER/MEISER;MEISER - PLACE GENERAL MEISER (FACE 1 - 3) / GENERAAL MEISERPLEIN (TEGENOVER 1 - 3);{'lat': 50.854654, 'lng': 4.398451};False;True;25;7;17;OPEN;1647714998000
203;bruxelles;203 - DEMOSTHENE;DEMOSTHENE - BD PRINCE DE LIEGE / PRINS VAN LUIKLAAN 216-218-220;{'lat': 50.84045, 'lng': 4.305055};False;False;15;8;7;OPEN;1647714735000
11;bruxelles;011 - SABLON / ZAVEL;SABLON / ZAVEL - RUE DE LA REGENCE / REGENTSCHAPSSTRAAT 20;{'lat': 50.8405, 'lng': 4.356878};False;True;17;9;7;OPEN;1647714872000
25;bruxelles;025 - PORTE D'ANDERLECHT;PORTE D'ANDERLECHT - BD DE L'ABATTOIR, 43-44;{'lat': 50.845769, 'lng': 4.338961};False;False;25;7;18;OPEN;1647714976000
349;bruxelles;349 - FONSNY;FONSNY - AVENUE FONSNY EN FACE DES DEBOUCHES DES RUES COENRAETS ET J. CLAES;{'lat': 50.833444, 'lng': 4.3348569999999995};False;False;20;1;19;OPEN;1647714699000
87;bruxelles;087 - MIROIR/SPIEGEL;MIROIR/SPIEGEL - AVENUE DE LAEKEN (FACE 36) / LAKENSE LAAN (TEGENOVER 36);{'lat': 50.871391, 'lng': 4.323914};False;False;25;20;5;OPEN;1647714929000
152;bruxelles;152 - PLACE DAILLY/DAILLYPLEIN;PLACE DAILLY / DAILLYPLEIN - PLACE DAILLY / DAILLYPLEIN 24 - 25;{'lat': 50.852389, 'lng': 4.387373};False;True;25;25;0;OPEN;1647714924000
24;bruxelles;024 - ROGIER / ROGIER;ROGIER - BOULEVARD DU JARDIN BOTANIQUE/KRUIDTUINLAAN;{'lat': 50.855268, 'lng': 4.358717};False;False;36;15;21;OPEN;1647714746000
188;bruxelles;188 - OSSEGHEM;OSSEGHEM -  AVENUE MAHATMA GANDHI/ MAHATMA GANDHILAAN 10;{'lat': 50.857235, 'lng': 4.324354};False;False;24;9;15;OPEN;1647714919000
